id,template_type,tool,user_query,requires_clarification,ground_truth,Review_Status (OK/Fix/Drop),Reviewer_Notes
seed_0176_pure_bangla_3,pure_bangla,order_food,Star Kabab থেকে আমার জন্য ৩টি বার্গার অর্ডার করে দিন।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0071_pure_bangla_5,pure_bangla,book_ride,"এয়ারপোর্ট থেকে ধানমন্ডি যাওয়ার রাইড লাগবে, বুক করে দাও তো।",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Dhanmondi""}}",,
seed_0017_transliteration_2,transliteration,get_weather,tmrw Kolkata r weather kemon thakbe?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Kolkata"", ""date"": ""tomorrow""}}",,
seed_0275_transliteration_3,transliteration,create_calendar_event,Tuesday 10:00 baje Doctor schedule kore dao plz.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""10:00""}}",,
seed_0289_pure_bangla_4,pure_bangla,create_calendar_event,শুক্রবার সন্ধ্যা ৬টার দিকে একজন ডাক্তারের অ্যাপয়েন্টমেন্ট সেট করে দিন।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Friday"", ""time"": ""18:00""}}",,
seed_0366_pure_bangla_1,pure_bangla,currency_convert,৫০০ ডলারের বিনিময় মূল্য বাংলাদেশী টাকায় কত জানাবেন কি?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0220_pure_bangla_1,pure_bangla,send_email,বসকে একটি ইমেইল পাঠিয়ে জানান যে রিপোর্টটি প্রস্তুত।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Report"", ""body"": ""Report is ready.""}}",,
seed_0144_transliteration_0,transliteration,order_food,Star Kabab theke 1 ta Pizza order daw.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Pizza"", ""quantity"": 1}}",,
seed_0325_transliteration_3,transliteration,create_calendar_event,ekta meeting set kore dewa jabe?,Yes,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""meeting""}}",,
seed_0360_persona_code_switch_3,persona_code_switch,search_flights,London-e jawar flight gulo ektu khuje daw to bhai.,Yes,"{""tool_name"": ""search_flights"", ""parameters"": {""destination"": ""London""}}",,
seed_0009_transliteration_1,transliteration,get_weather,tmrw Dhakar weather report ta dao to.,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Dhaka"", ""date"": ""tomorrow""}}",,
seed_0204_transliteration_5,transliteration,send_email,"Rahul k email ta kore de, Meeting is ready.",No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Meeting"", ""body"": ""Meeting is ready.""}}",,
seed_0328_transliteration_0,transliteration,search_flights,Dhaka theke Mumbai er flight kal ke,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Dhaka"", ""destination"": ""Mumbai"", ""date"": ""tomorrow""}}",,
seed_0352_transliteration_2,transliteration,search_flights,London jabar flight search koro,Yes,"{""tool_name"": ""search_flights"", ""parameters"": {""destination"": ""London""}}",,
seed_0362_transliteration_3,transliteration,currency_convert,"100 USD to BDT rate koto, plz bolo.",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0037_pure_bangla_3,pure_bangla,get_weather,দিল্লির আগামীকালের আবহাওয়ার পূর্বাভাস দাও।,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Delhi"", ""date"": ""tomorrow""}}",,
seed_0262_transliteration_5,transliteration,create_calendar_event,Friday 18:00 er dike ekta meeting fix kore daw plz.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Friday"", ""time"": ""18:00""}}",,
seed_0231_transliteration_5,transliteration,send_email,"Team ke Report er bapare email kro, plz.",No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Team"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0261_transliteration_2,transliteration,create_calendar_event,Friday 18:00 te meeting schedule krte hobe.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Friday"", ""time"": ""18:00""}}",,
seed_0165_persona_code_switch_3,persona_code_switch,order_food,KFC theke 2 ta pizza order dewar byabostha koro to bhai.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Pizza"", ""quantity"": 2}}",,
seed_0218_transliteration_0,transliteration,send_email,Bosh ke Report niye ekta email pathao.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0186_persona_code_switch_1,persona_code_switch,order_food,"Arre, Domino's theke ektu 3 ta Burger order koro na.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0221_pure_bangla_5,pure_bangla,send_email,বসকে ছুটির বিষয়ে ইমেইল পাঠানোর ব্যবস্থা করুন।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Leave"", ""body"": ""Regarding the Leave""}}",,
seed_0221_transliteration_1,transliteration,send_email,Boss ke leave niye akta email koro.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Leave"", ""body"": ""Regarding the Leave""}}",,
seed_0343_persona_code_switch_3,persona_code_switch,search_flights,Tomorrow Kolkata to London flight-er list ta ektu pabi? Please check kore daw.,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""London"", ""date"": ""tomorrow""}}",,
seed_0364_transliteration_4,transliteration,currency_convert,100 USD to BDT convert kro plz.,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0048_transliteration_4,transliteration,get_weather,London er weather kemon tomorrow?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""tomorrow""}}",,
seed_0192_persona_code_switch_5,persona_code_switch,order_food,Ektu KFC theke 2 ta burger order kore daw na bhai.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Burger"", ""quantity"": 2}}",,
seed_0224_pure_bangla_1,pure_bangla,send_email,বসকে ইমেইল করে জানিয়ে দাও যে ছুটি মঞ্জুর করা হয়েছে।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Leave"", ""body"": ""Regarding my leave application""}}",,
seed_0072_transliteration_2,transliteration,book_ride,Airport theke Dhanmondi ekta ride book kore dao.,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Dhanmondi""}}",,
seed_0204_persona_code_switch_1,persona_code_switch,send_email,"Bhai, Rahul-ke ekta email pathiye daw na je meeting is ready.",No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Meeting"", ""body"": ""Meeting is ready.""}}",,
seed_0107_persona_code_switch_5,persona_code_switch,book_ride,"Bhai, airport-e jabo, ekti taxi book kore daw toh joldi.",Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0052_persona_code_switch_2,persona_code_switch,get_weather,"Arre, Rajshahi er weather er obostha kemon?",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Rajshahi""}}",,
